"Statistic Label","Year","County","NACE Rev 2 Economic Sector","UNIT","VALUE"
"Median Weekly Earnings","2016","Co. Louth","Information and communication (J)","Euro","705.38"
"Median Weekly Earnings","2016","Co. Louth","Professional, scientific and technical activities (M)","Euro","531.98"
"Median Weekly Earnings","2016","Co. Louth","Administrative and support service activities (N)","Euro","420.4"
"Median Weekly Earnings","2016","Co. Louth","Public administration and defence; compulsory social security (O)","Euro","804.75"
"Median Weekly Earnings","2016","Co. Louth","Education (P)","Euro","686.75"
"Median Weekly Earnings","2016","Co. Louth","Human health and social work activities (Q)","Euro","552.33"
"Median Weekly Earnings","2016","Co. Louth","Industry (B to E)","Euro","586.29"
"Median Weekly Earnings","2016","Co. Louth","Financial, insurance and real estate activities (K,L)","Euro","633.39"
"Median Weekly Earnings","2016","Co. Louth","Arts, entertainment, recreation and other service activities (R,S)","Euro","301.55"
"Median Weekly Earnings","2016","Co. Limerick","All NACE economic sectors","Euro","526.76"
"Median Weekly Earnings","2016","Co. Limerick","Construction (F)","Euro","579.71"
"Median Weekly Earnings","2016","Co. Limerick","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","397.42"
"Median Weekly Earnings","2016","Co. Limerick","Transportation and storage (H)","Euro","535.75"
"Median Weekly Earnings","2016","Co. Limerick","Accommodation and food service activities (I)","Euro","301.14"
"Median Weekly Earnings","2016","Co. Limerick","Information and communication (J)","Euro","688.98"
"Median Weekly Earnings","2016","Co. Limerick","Professional, scientific and technical activities (M)","Euro","585.83"
"Median Weekly Earnings","2016","Co. Limerick","Administrative and support service activities (N)","Euro","454.74"
"Median Weekly Earnings","2016","Co. Limerick","Public administration and defence; compulsory social security (O)","Euro","783.46"
"Median Weekly Earnings","2016","Co. Limerick","Education (P)","Euro","713.63"
"Median Weekly Earnings","2016","Co. Limerick","Human health and social work activities (Q)","Euro","516.17"
"Median Weekly Earnings","2016","Co. Limerick","Industry (B to E)","Euro","788.08"
"Median Weekly Earnings","2016","Co. Limerick","Financial, insurance and real estate activities (K,L)","Euro","627.57"
"Median Weekly Earnings","2016","Co. Limerick","Arts, entertainment, recreation and other service activities (R,S)","Euro","316.46"
"Median Weekly Earnings","2016","Co. Leitrim","All NACE economic sectors","Euro","483.71"
"Median Weekly Earnings","2016","Co. Leitrim","Construction (F)","Euro","541.26"
"Median Weekly Earnings","2016","Co. Leitrim","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","344.75"
"Median Weekly Earnings","2016","Co. Leitrim","Transportation and storage (H)","Euro","457.46"
"Median Weekly Earnings","2016","Co. Leitrim","Accommodation and food service activities (I)","Euro","252.57"
"Median Weekly Earnings","2016","Co. Leitrim","Information and communication (J)","Euro","623.23"
"Median Weekly Earnings","2016","Co. Leitrim","Professional, scientific and technical activities (M)","Euro","486.47"
"Median Weekly Earnings","2016","Co. Leitrim","Administrative and support service activities (N)","Euro","439.37"
"Median Weekly Earnings","2016","Co. Leitrim","Public administration and defence; compulsory social security (O)","Euro","742.91"
"Median Weekly Earnings","2016","Co. Leitrim","Education (P)","Euro","760.94"
"Median Weekly Earnings","2016","Co. Leitrim","Human health and social work activities (Q)","Euro","531.86"
"Median Weekly Earnings","2016","Co. Leitrim","Industry (B to E)","Euro","598.73"
"Median Weekly Earnings","2016","Co. Leitrim","Financial, insurance and real estate activities (K,L)","Euro","649.34"
"Median Weekly Earnings","2016","Co. Leitrim","Arts, entertainment, recreation and other service activities (R,S)","Euro","248.74"
"Median Weekly Earnings","2016","Co. Laois","All NACE economic sectors","Euro","539.44"
"Median Weekly Earnings","2016","Co. Laois","Construction (F)","Euro","562.71"
"Median Weekly Earnings","2016","Co. Laois","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","400.65"
"Median Weekly Earnings","2016","Co. Laois","Transportation and storage (H)","Euro","573.5"
"Median Weekly Earnings","2016","Co. Laois","Accommodation and food service activities (I)","Euro","275.11"
"Median Weekly Earnings","2016","Co. Laois","Information and communication (J)","Euro","753.38"
"Median Weekly Earnings","2016","Co. Laois","Professional, scientific and technical activities (M)","Euro","539.17"
"Median Weekly Earnings","2016","Co. Laois","Administrative and support service activities (N)","Euro","458.45"
"Median Weekly Earnings","2016","Co. Laois","Public administration and defence; compulsory social security (O)","Euro","849.79"
"Median Weekly Earnings","2016","Co. Laois","Education (P)","Euro","711.96"
"Median Weekly Earnings","2016","Co. Laois","Human health and social work activities (Q)","Euro","573.73"
"Median Weekly Earnings","2016","Co. Laois","Industry (B to E)","Euro","645.5"
"Median Weekly Earnings","2016","Co. Laois","Financial, insurance and real estate activities (K,L)","Euro","649.68"
"Median Weekly Earnings","2016","Co. Laois","Arts, entertainment, recreation and other service activities (R,S)","Euro","310.78"
"Median Weekly Earnings","2016","Co. Meath","All NACE economic sectors","Euro","571.57"
"Median Weekly Earnings","2016","Co. Meath","Construction (F)","Euro","598.59"
"Median Weekly Earnings","2016","Co. Meath","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","446.11"
"Median Weekly Earnings","2016","Co. Meath","Transportation and storage (H)","Euro","661.26"
"Median Weekly Earnings","2016","Co. Meath","Accommodation and food service activities (I)","Euro","293.84"
"Median Weekly Earnings","2016","Co. Meath","Information and communication (J)","Euro","896.91"
"Median Weekly Earnings","2016","Co. Meath","Professional, scientific and technical activities (M)","Euro","624.99"
"Median Weekly Earnings","2016","Co. Meath","Administrative and support service activities (N)","Euro","478.15"
"Median Weekly Earnings","2016","Co. Meath","Public administration and defence; compulsory social security (O)","Euro","868.87"
"Median Weekly Earnings","2016","Co. Meath","Education (P)","Euro","700.91"
"Median Weekly Earnings","2016","Co. Meath","Human health and social work activities (Q)","Euro","569.58"
"Median Weekly Earnings","2016","Co. Meath","Industry (B to E)","Euro","670.67"
"Median Weekly Earnings","2016","Co. Meath","Financial, insurance and real estate activities (K,L)","Euro","775.55"
"Median Weekly Earnings","2016","Co. Meath","Arts, entertainment, recreation and other service activities (R,S)","Euro","347.11"
"Median Weekly Earnings","2016","Co. Monaghan","All NACE economic sectors","Euro","464.94"
"Median Weekly Earnings","2016","Co. Monaghan","Construction (F)","Euro","523.46"
"Median Weekly Earnings","2016","Co. Monaghan","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","361.89"
"Median Weekly Earnings","2016","Co. Monaghan","Transportation and storage (H)","Euro","479.57"
"Median Weekly Earnings","2016","Co. Monaghan","Accommodation and food service activities (I)","Euro","231.81"
"Median Weekly Earnings","2016","Co. Monaghan","Information and communication (J)","Euro","679.35"
"Median Weekly Earnings","2016","Co. Monaghan","Professional, scientific and technical activities (M)","Euro","494.24"
"Median Weekly Earnings","2016","Co. Monaghan","Administrative and support service activities (N)","Euro","381.37"
"Median Weekly Earnings","2016","Co. Monaghan","Public administration and defence; compulsory social security (O)","Euro","783.37"
"Median Weekly Earnings","2016","Co. Monaghan","Education (P)","Euro","717.76"
"Median Weekly Earnings","2016","Co. Monaghan","Human health and social work activities (Q)","Euro","500.33"
"Median Weekly Earnings","2016","Co. Monaghan","Industry (B to E)","Euro","496.18"
"Median Weekly Earnings","2016","Co. Monaghan","Financial, insurance and real estate activities (K,L)","Euro","546.17"
"Median Weekly Earnings","2016","Co. Monaghan","Arts, entertainment, recreation and other service activities (R,S)","Euro","272.92"
"Median Weekly Earnings","2016","Co. Mayo","All NACE economic sectors","Euro","475.51"
"Median Weekly Earnings","2016","Co. Mayo","Construction (F)","Euro","542.45"
"Median Weekly Earnings","2016","Co. Mayo","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","366"
"Median Weekly Earnings","2016","Co. Mayo","Transportation and storage (H)","Euro","500.42"
"Median Weekly Earnings","2016","Co. Mayo","Accommodation and food service activities (I)","Euro","267.5"
"Median Weekly Earnings","2016","Co. Mayo","Information and communication (J)","Euro","697.29"
"Median Weekly Earnings","2016","Co. Mayo","Professional, scientific and technical activities (M)","Euro","568.87"
"Median Weekly Earnings","2016","Co. Mayo","Administrative and support service activities (N)","Euro","454.91"
"Median Weekly Earnings","2016","Co. Mayo","Public administration and defence; compulsory social security (O)","Euro","743.69"
"Median Weekly Earnings","2016","Co. Mayo","Education (P)","Euro","715.58"
"Median Weekly Earnings","2016","Co. Mayo","Human health and social work activities (Q)","Euro","507.9"
"Median Weekly Earnings","2016","Co. Mayo","Industry (B to E)","Euro","643.27"
"Median Weekly Earnings","2016","Co. Mayo","Financial, insurance and real estate activities (K,L)","Euro","552.53"
"Median Weekly Earnings","2016","Co. Mayo","Arts, entertainment, recreation and other service activities (R,S)","Euro","287.79"
"Median Weekly Earnings","2016","Co. Offaly","All NACE economic sectors","Euro","511.1"
"Median Weekly Earnings","2016","Co. Offaly","Construction (F)","Euro","565.34"
"Median Weekly Earnings","2016","Co. Offaly","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","385.1"
"Median Weekly Earnings","2016","Co. Offaly","Transportation and storage (H)","Euro","516.69"
"Median Weekly Earnings","2016","Co. Offaly","Accommodation and food service activities (I)","Euro","248.31"
"Median Weekly Earnings","2016","Co. Offaly","Information and communication (J)","Euro","818.44"
"Median Weekly Earnings","2016","Co. Offaly","Professional, scientific and technical activities (M)","Euro","537.4"
"Median Weekly Earnings","2016","Co. Offaly","Administrative and support service activities (N)","Euro","468.23"
"Median Weekly Earnings","2016","Co. Offaly","Public administration and defence; compulsory social security (O)","Euro","760.96"
"Median Weekly Earnings","2016","Co. Offaly","Education (P)","Euro","684.58"
"Median Weekly Earnings","2016","Co. Offaly","Human health and social work activities (Q)","Euro","563.67"
"Median Weekly Earnings","2016","Co. Offaly","Industry (B to E)","Euro","585.39"
"Median Weekly Earnings","2016","Co. Offaly","Financial, insurance and real estate activities (K,L)","Euro","566.25"
"Median Weekly Earnings","2016","Co. Offaly","Arts, entertainment, recreation and other service activities (R,S)","Euro","282.86"
"Median Weekly Earnings","2016","Co. Roscommon","All NACE economic sectors","Euro","507.21"
"Median Weekly Earnings","2016","Co. Roscommon","Construction (F)","Euro","554.3"
"Median Weekly Earnings","2016","Co. Roscommon","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","366.72"
"Median Weekly Earnings","2016","Co. Roscommon","Transportation and storage (H)","Euro","521.72"
"Median Weekly Earnings","2016","Co. Roscommon","Accommodation and food service activities (I)","Euro","232.49"
"Median Weekly Earnings","2016","Co. Roscommon","Information and communication (J)","Euro","845.79"
"Median Weekly Earnings","2016","Co. Roscommon","Professional, scientific and technical activities (M)","Euro","562.86"
"Median Weekly Earnings","2016","Co. Roscommon","Administrative and support service activities (N)","Euro","430.68"
"Median Weekly Earnings","2016","Co. Roscommon","Public administration and defence; compulsory social security (O)","Euro","788.02"
"Median Weekly Earnings","2016","Co. Roscommon","Education (P)","Euro","740.18"
"Median Weekly Earnings","2016","Co. Roscommon","Human health and social work activities (Q)","Euro","501.25"
"Median Weekly Earnings","2016","Co. Roscommon","Industry (B to E)","Euro","592.85"
"Median Weekly Earnings","2016","Co. Roscommon","Financial, insurance and real estate activities (K,L)","Euro","570.9"
"Median Weekly Earnings","2016","Co. Roscommon","Arts, entertainment, recreation and other service activities (R,S)","Euro","283"
"Median Weekly Earnings","2016","Co. Sligo","All NACE economic sectors","Euro","507.69"
"Median Weekly Earnings","2016","Co. Sligo","Construction (F)","Euro","481.9"
"Median Weekly Earnings","2016","Co. Sligo","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","366.43"
"Median Weekly Earnings","2016","Co. Sligo","Transportation and storage (H)","Euro","511.09"
"Median Weekly Earnings","2016","Co. Sligo","Accommodation and food service activities (I)","Euro","267.4"
"Median Weekly Earnings","2016","Co. Sligo","Information and communication (J)","Euro","668.27"
"Median Weekly Earnings","2016","Co. Sligo","Professional, scientific and technical activities (M)","Euro","486.97"
"Median Weekly Earnings","2016","Co. Sligo","Administrative and support service activities (N)","Euro","463.04"
"Median Weekly Earnings","2016","Co. Sligo","Public administration and defence; compulsory social security (O)","Euro","765.69"
"Median Weekly Earnings","2016","Co. Sligo","Education (P)","Euro","717.63"
"Median Weekly Earnings","2016","Co. Sligo","Human health and social work activities (Q)","Euro","614"
"Median Weekly Earnings","2016","Co. Sligo","Industry (B to E)","Euro","670.33"
"Median Weekly Earnings","2016","Co. Sligo","Financial, insurance and real estate activities (K,L)","Euro","564.52"
"Median Weekly Earnings","2016","Co. Sligo","Arts, entertainment, recreation and other service activities (R,S)","Euro","253.62"
"Median Weekly Earnings","2016","Co. Tipperary","All NACE economic sectors","Euro","501.21"
"Median Weekly Earnings","2016","Co. Tipperary","Construction (F)","Euro","544.46"
"Median Weekly Earnings","2016","Co. Tipperary","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","368.3"
"Median Weekly Earnings","2016","Co. Tipperary","Transportation and storage (H)","Euro","506.19"
"Median Weekly Earnings","2016","Co. Tipperary","Accommodation and food service activities (I)","Euro","238.53"
"Median Weekly Earnings","2016","Co. Tipperary","Information and communication (J)","Euro","688.38"
"Median Weekly Earnings","2016","Co. Tipperary","Professional, scientific and technical activities (M)","Euro","527.52"
"Median Weekly Earnings","2016","Co. Tipperary","Administrative and support service activities (N)","Euro","420.57"
"Median Weekly Earnings","2016","Co. Tipperary","Public administration and defence; compulsory social security (O)","Euro","755.12"
"Median Weekly Earnings","2016","Co. Tipperary","Education (P)","Euro","697.47"
"Median Weekly Earnings","2016","Co. Tipperary","Human health and social work activities (Q)","Euro","498"
"Median Weekly Earnings","2016","Co. Tipperary","Industry (B to E)","Euro","629"
"Median Weekly Earnings","2016","Co. Tipperary","Financial, insurance and real estate activities (K,L)","Euro","618.83"
"Median Weekly Earnings","2016","Co. Tipperary","Arts, entertainment, recreation and other service activities (R,S)","Euro","306.87"
"Median Weekly Earnings","2016","Co. Waterford","All NACE economic sectors","Euro","500"
"Median Weekly Earnings","2016","Co. Waterford","Construction (F)","Euro","538.31"
"Median Weekly Earnings","2016","Co. Waterford","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","373.4"
"Median Weekly Earnings","2016","Co. Waterford","Transportation and storage (H)","Euro","537.1"
"Median Weekly Earnings","2016","Co. Waterford","Accommodation and food service activities (I)","Euro","270"
"Median Weekly Earnings","2016","Co. Waterford","Information and communication (J)","Euro","573.49"
"Median Weekly Earnings","2016","Co. Waterford","Professional, scientific and technical activities (M)","Euro","535.69"
"Median Weekly Earnings","2016","Co. Waterford","Administrative and support service activities (N)","Euro","369.85"
"Median Weekly Earnings","2016","Co. Waterford","Public administration and defence; compulsory social security (O)","Euro","776.69"
"Median Weekly Earnings","2016","Co. Waterford","Education (P)","Euro","700"
"Median Weekly Earnings","2016","Co. Waterford","Human health and social work activities (Q)","Euro","556.78"
"Median Weekly Earnings","2016","Co. Waterford","Industry (B to E)","Euro","735.21"
"Median Weekly Earnings","2016","Co. Waterford","Financial, insurance and real estate activities (K,L)","Euro","576.31"
"Median Weekly Earnings","2016","Co. Waterford","Arts, entertainment, recreation and other service activities (R,S)","Euro","279.56"
"Median Weekly Earnings","2016","Co. Wicklow","All NACE economic sectors","Euro","552.56"
"Median Weekly Earnings","2016","Co. Wicklow","Construction (F)","Euro","574.15"
"Median Weekly Earnings","2016","Co. Wicklow","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","435"
"Median Weekly Earnings","2016","Co. Wicklow","Transportation and storage (H)","Euro","680.87"
"Median Weekly Earnings","2016","Co. Wicklow","Accommodation and food service activities (I)","Euro","297.1"
"Median Weekly Earnings","2016","Co. Wicklow","Information and communication (J)","Euro","1034.18"
"Median Weekly Earnings","2016","Co. Wicklow","Professional, scientific and technical activities (M)","Euro","676.9"
"Median Weekly Earnings","2016","Co. Wicklow","Administrative and support service activities (N)","Euro","508.38"
"Median Weekly Earnings","2016","Co. Wicklow","Public administration and defence; compulsory social security (O)","Euro","845.85"
"Median Weekly Earnings","2016","Co. Wicklow","Education (P)","Euro","660.27"
"Median Weekly Earnings","2016","Co. Wicklow","Human health and social work activities (Q)","Euro","523.4"
"Median Weekly Earnings","2016","Co. Wicklow","Industry (B to E)","Euro","658.19"
"Median Weekly Earnings","2016","Co. Wicklow","Financial, insurance and real estate activities (K,L)","Euro","813.06"
"Median Weekly Earnings","2016","Co. Wicklow","Arts, entertainment, recreation and other service activities (R,S)","Euro","347.89"
"Median Weekly Earnings","2016","Co. Westmeath","All NACE economic sectors","Euro","529.53"
"Median Weekly Earnings","2016","Co. Westmeath","Construction (F)","Euro","563.23"
"Median Weekly Earnings","2016","Co. Westmeath","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","402.31"
"Median Weekly Earnings","2016","Co. Westmeath","Transportation and storage (H)","Euro","552.11"
"Median Weekly Earnings","2016","Co. Westmeath","Accommodation and food service activities (I)","Euro","264.59"
"Median Weekly Earnings","2016","Co. Westmeath","Information and communication (J)","Euro","974.3"
"Median Weekly Earnings","2016","Co. Westmeath","Professional, scientific and technical activities (M)","Euro","550.32"
"Median Weekly Earnings","2016","Co. Westmeath","Administrative and support service activities (N)","Euro","441.38"
"Median Weekly Earnings","2016","Co. Westmeath","Public administration and defence; compulsory social security (O)","Euro","778.25"
"Median Weekly Earnings","2016","Co. Westmeath","Education (P)","Euro","698.12"
"Median Weekly Earnings","2016","Co. Westmeath","Human health and social work activities (Q)","Euro","588.4"
"Median Weekly Earnings","2016","Co. Westmeath","Industry (B to E)","Euro","614.14"
"Median Weekly Earnings","2016","Co. Westmeath","Financial, insurance and real estate activities (K,L)","Euro","562.69"
"Median Weekly Earnings","2016","Co. Westmeath","Arts, entertainment, recreation and other service activities (R,S)","Euro","304.51"
"Median Weekly Earnings","2016","Co. Wexford","All NACE economic sectors","Euro","476.25"
"Median Weekly Earnings","2016","Co. Wexford","Construction (F)","Euro","536.14"
"Median Weekly Earnings","2016","Co. Wexford","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","374.87"
"Median Weekly Earnings","2016","Co. Wexford","Transportation and storage (H)","Euro","496.44"
"Median Weekly Earnings","2016","Co. Wexford","Accommodation and food service activities (I)","Euro","264.62"
"Median Weekly Earnings","2016","Co. Wexford","Information and communication (J)","Euro","706.62"
"Median Weekly Earnings","2016","Co. Wexford","Professional, scientific and technical activities (M)","Euro","532.04"
"Median Weekly Earnings","2016","Co. Wexford","Administrative and support service activities (N)","Euro","429.33"
"Median Weekly Earnings","2016","Co. Wexford","Public administration and defence; compulsory social security (O)","Euro","745.06"
"Median Weekly Earnings","2016","Co. Wexford","Education (P)","Euro","696.97"
"Median Weekly Earnings","2016","Co. Wexford","Human health and social work activities (Q)","Euro","484.29"
"Median Weekly Earnings","2016","Co. Wexford","Industry (B to E)","Euro","574.62"
"Median Weekly Earnings","2016","Co. Wexford","Financial, insurance and real estate activities (K,L)","Euro","619.85"
"Median Weekly Earnings","2016","Co. Wexford","Arts, entertainment, recreation and other service activities (R,S)","Euro","325.01"
"Median Weekly Earnings","2016","Ireland","All NACE economic sectors","Euro","543.04"
"Median Weekly Earnings","2016","Ireland","Construction (F)","Euro","573.12"
"Median Weekly Earnings","2016","Ireland","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","412.98"
"Median Weekly Earnings","2016","Ireland","Transportation and storage (H)","Euro","590.88"
"Median Weekly Earnings","2016","Ireland","Accommodation and food service activities (I)","Euro","301.8"
"Median Weekly Earnings","2016","Ireland","Information and communication (J)","Euro","910.27"
"Median Weekly Earnings","2016","Ireland","Professional, scientific and technical activities (M)","Euro","648.54"
"Median Weekly Earnings","2016","Ireland","Administrative and support service activities (N)","Euro","451.94"
"Median Weekly Earnings","2016","Ireland","Public administration and defence; compulsory social security (O)","Euro","812.32"
"Median Weekly Earnings","2016","Ireland","Education (P)","Euro","688.35"
"Median Weekly Earnings","2016","Ireland","Human health and social work activities (Q)","Euro","567.92"
"Median Weekly Earnings","2016","Ireland","Industry (B to E)","Euro","667.98"
"Median Weekly Earnings","2016","Ireland","Financial, insurance and real estate activities (K,L)","Euro","755.06"
"Median Weekly Earnings","2016","Ireland","Arts, entertainment, recreation and other service activities (R,S)","Euro","336.49"
"Median Weekly Earnings","2017","Co. Clare","All NACE economic sectors","Euro","541.13"
"Median Weekly Earnings","2017","Co. Clare","Construction (F)","Euro","578.82"
"Median Weekly Earnings","2017","Co. Clare","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","385.58"
"Median Weekly Earnings","2017","Co. Clare","Transportation and storage (H)","Euro","634.71"
"Median Weekly Earnings","2017","Co. Clare","Accommodation and food service activities (I)","Euro","307.05"
"Median Weekly Earnings","2017","Co. Clare","Information and communication (J)","Euro","797.03"
"Median Weekly Earnings","2017","Co. Clare","Professional, scientific and technical activities (M)","Euro","582.12"
"Median Weekly Earnings","2017","Co. Clare","Administrative and support service activities (N)","Euro","504.41"
"Median Weekly Earnings","2017","Co. Clare","Public administration and defence; compulsory social security (O)","Euro","783.92"
"Median Weekly Earnings","2017","Co. Clare","Education (P)","Euro","753.9"
"Median Weekly Earnings","2017","Co. Clare","Human health and social work activities (Q)","Euro","522.58"
"Median Weekly Earnings","2017","Co. Clare","Industry (B to E)","Euro","733.36"
"Median Weekly Earnings","2017","Co. Clare","Financial, insurance and real estate activities (K,L)","Euro","645.65"
"Median Weekly Earnings","2017","Co. Clare","Arts, entertainment, recreation and other service activities (R,S)","Euro","292.43"
"Median Weekly Earnings","2017","Co. Cork","All NACE economic sectors","Euro","565.42"
"Median Weekly Earnings","2017","Co. Cork","Construction (F)","Euro","593.84"
"Median Weekly Earnings","2017","Co. Cork","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","442.08"
"Median Weekly Earnings","2017","Co. Cork","Transportation and storage (H)","Euro","577.21"
"Median Weekly Earnings","2017","Co. Cork","Accommodation and food service activities (I)","Euro","287.75"
"Median Weekly Earnings","2017","Co. Cork","Information and communication (J)","Euro","747.31"
"Median Weekly Earnings","2017","Co. Cork","Professional, scientific and technical activities (M)","Euro","628.63"
"Median Weekly Earnings","2017","Co. Cork","Administrative and support service activities (N)","Euro","464.78"
"Median Weekly Earnings","2017","Co. Cork","Public administration and defence; compulsory social security (O)","Euro","826.86"
"Median Weekly Earnings","2017","Co. Cork","Education (P)","Euro","710.71"
"Median Weekly Earnings","2017","Co. Cork","Human health and social work activities (Q)","Euro","579.45"
"Median Weekly Earnings","2017","Co. Cork","Industry (B to E)","Euro","831.64"
"Median Weekly Earnings","2017","Co. Cork","Financial, insurance and real estate activities (K,L)","Euro","674.62"
"Median Weekly Earnings","2017","Co. Cork","Arts, entertainment, recreation and other service activities (R,S)","Euro","321.79"
"Median Weekly Earnings","2017","Co. Cavan","All NACE economic sectors","Euro","511.37"
"Median Weekly Earnings","2017","Co. Cavan","Construction (F)","Euro","563.13"
"Median Weekly Earnings","2017","Co. Cavan","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","379.92"
"Median Weekly Earnings","2017","Co. Cavan","Transportation and storage (H)","Euro","480.6"
"Median Weekly Earnings","2017","Co. Cavan","Accommodation and food service activities (I)","Euro","266.41"
"Median Weekly Earnings","2017","Co. Cavan","Information and communication (J)","Euro","743.87"
"Median Weekly Earnings","2017","Co. Cavan","Professional, scientific and technical activities (M)","Euro","538.85"
"Median Weekly Earnings","2017","Co. Cavan","Administrative and support service activities (N)","Euro","441"
"Median Weekly Earnings","2017","Co. Cavan","Public administration and defence; compulsory social security (O)","Euro","787.36"
"Median Weekly Earnings","2017","Co. Cavan","Education (P)","Euro","717.63"
"Median Weekly Earnings","2017","Co. Cavan","Human health and social work activities (Q)","Euro","573.88"
"Median Weekly Earnings","2017","Co. Cavan","Industry (B to E)","Euro","573.94"
"Median Weekly Earnings","2017","Co. Cavan","Financial, insurance and real estate activities (K,L)","Euro","652.06"
"Median Weekly Earnings","2017","Co. Cavan","Arts, entertainment, recreation and other service activities (R,S)","Euro","272.25"
"Median Weekly Earnings","2017","Co. Carlow","All NACE economic sectors","Euro","513.95"
"Median Weekly Earnings","2017","Co. Carlow","Construction (F)","Euro","580.86"
"Median Weekly Earnings","2017","Co. Carlow","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","388.93"
"Median Weekly Earnings","2017","Co. Carlow","Transportation and storage (H)","Euro","502.09"
"Median Weekly Earnings","2017","Co. Carlow","Accommodation and food service activities (I)","Euro","269.6"
"Median Weekly Earnings","2017","Co. Carlow","Information and communication (J)","Euro","783.88"
"Median Weekly Earnings","2017","Co. Carlow","Professional, scientific and technical activities (M)","Euro","567.69"
"Median Weekly Earnings","2017","Co. Carlow","Administrative and support service activities (N)","Euro","495.02"
"Median Weekly Earnings","2017","Co. Carlow","Public administration and defence; compulsory social security (O)","Euro","812.51"
"Median Weekly Earnings","2017","Co. Carlow","Education (P)","Euro","702.52"
"Median Weekly Earnings","2017","Co. Carlow","Human health and social work activities (Q)","Euro","479.15"
"Median Weekly Earnings","2017","Co. Carlow","Industry (B to E)","Euro","598.4"
"Median Weekly Earnings","2017","Co. Carlow","Financial, insurance and real estate activities (K,L)","Euro","657.67"
"Median Weekly Earnings","2017","Co. Carlow","Arts, entertainment, recreation and other service activities (R,S)","Euro","326.98"
"Median Weekly Earnings","2017","Co. Donegal","All NACE economic sectors","Euro","437.07"
"Median Weekly Earnings","2017","Co. Donegal","Construction (F)","Euro","454.77"
"Median Weekly Earnings","2017","Co. Donegal","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","325.54"
"Median Weekly Earnings","2017","Co. Donegal","Transportation and storage (H)","Euro","405.9"
"Median Weekly Earnings","2017","Co. Donegal","Accommodation and food service activities (I)","Euro","224.77"
"Median Weekly Earnings","2017","Co. Donegal","Information and communication (J)","Euro","654.11"
"Median Weekly Earnings","2017","Co. Donegal","Professional, scientific and technical activities (M)","Euro","470.6"
"Median Weekly Earnings","2017","Co. Donegal","Administrative and support service activities (N)","Euro","382.16"
"Median Weekly Earnings","2017","Co. Donegal","Public administration and defence; compulsory social security (O)","Euro","757.78"
"Median Weekly Earnings","2017","Co. Donegal","Education (P)","Euro","729.73"
"Median Weekly Earnings","2017","Co. Donegal","Human health and social work activities (Q)","Euro","547.17"
"Median Weekly Earnings","2017","Co. Donegal","Industry (B to E)","Euro","493.98"
"Median Weekly Earnings","2017","Co. Donegal","Financial, insurance and real estate activities (K,L)","Euro","574.17"
"Median Weekly Earnings","2017","Co. Donegal","Arts, entertainment, recreation and other service activities (R,S)","Euro","237.42"
"Median Weekly Earnings","2017","Co. Dublin","All NACE economic sectors","Euro","606.61"
"Median Weekly Earnings","2017","Co. Dublin","Construction (F)","Euro","634.78"
"Median Weekly Earnings","2017","Co. Dublin","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","457.8"
"Median Weekly Earnings","2017","Co. Dublin","Transportation and storage (H)","Euro","690.4"
"Median Weekly Earnings","2017","Co. Dublin","Accommodation and food service activities (I)","Euro","348.38"
"Median Weekly Earnings","2017","Co. Dublin","Information and communication (J)","Euro","1093.24"
"Median Weekly Earnings","2017","Co. Dublin","Professional, scientific and technical activities (M)","Euro","771.35"
"Median Weekly Earnings","2017","Co. Dublin","Administrative and support service activities (N)","Euro","469.67"
"Median Weekly Earnings","2017","Co. Dublin","Public administration and defence; compulsory social security (O)","Euro","874.86"
"Median Weekly Earnings","2017","Co. Dublin","Education (P)","Euro","682.73"
"Median Weekly Earnings","2017","Co. Dublin","Human health and social work activities (Q)","Euro","636.9"
"Median Weekly Earnings","2017","Co. Dublin","Industry (B to E)","Euro","757.75"
"Median Weekly Earnings","2017","Co. Dublin","Financial, insurance and real estate activities (K,L)","Euro","899.18"
"Median Weekly Earnings","2017","Co. Dublin","Arts, entertainment, recreation and other service activities (R,S)","Euro","387.37"
